message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
j-V7L4ed+0SLx2Nqn-J1BZjANakvexgoMLSQdH-V75bT,Unsubscribe.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Kau8FrSR0FHhfWCEKLy6MiJbPbkLRjiq-q=ct+jewUgo,"Hello, We hope all is well! Our team recently reviewed Brachytix's pitch deck and would like to schedule an intro meeting. Are there any days/times that work best for you next week? We are quite free next Tuesday after 3 pm PST. Thanks and all the best,",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
GVv3Al0fXAKVriWN=0+SyHS1mNrQ6EeeyiGBQt5G9iHC,"Your pitch looks interesting, but unfortunately, we do not invest in the pharma industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
c8AnWNfjrw+hwf3hHzhPJGCDho9B1GiPSnZna6aBFOvg,This is not in our area of expertise or investing focus.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
xClcPksnzk4odYmnVTNyrRyFUjTxJ8pL7z+wj1UBgD43,"Thanks for the note Pier, but as we explain on our Web site, our hard  maximums on total round size and valuation are $1M and $6M  respectively. Typical is $500K on $3M. We are small pre-seed specialists. So I'm afraid we are not a possible fit. Sorry. But best of luck",0,stage,0,stage,1,1,,,,,,,0,stage,stage
GlhIwcIxGVjZb8Do1fHBqEX4LWty5JvOiUHVqawx2d3m,Not what we're looking for.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
IqrbqQyX4uU5IX5w9kLRp3W27odYS-87PaA4axtdv1Ra,"We appreciate your pitch, but we are not active in the medical devices or pharma sectors at this time.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
fnjdrB6C=FrWnoWyKncJ-qhTSMAoaJHbnSGvgYgoYPFJ,"No, not within our current investment budget.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
NKuUUJ60p=fYfYtc2Qip+79f8nkU8lkpD4z31KMuPRjf,"Pier, we at [FIRM] were quite impressed by yourconcept, however, we have a few questions about the approval process associated with it. Could you provide us some more information?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
AjcCaL2wQd75L-iNLtHqJM=t0RCzyOB3oCmB1rIC91aM,"Your pitch is well-researched, but it's not a fit for our investment criteria at this time.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
XI4gYH=05n4ZFuJPSscj19euxbIUJMETLczx5JtBfYq+,"Hi Pier, Thanks so much for reaching out again to tell us about Brachytix! [NAME] shared your email with the Bio+Health team, and we'll respectfullydecided to pass on the opportunity to invest at this time. For transparency, our primary fund focus is on software or products with software / data as a dominating product feature. We appreciate you reaching out to us and for your consideration. Best of luck in this fundraise.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
mj1OabOFLq1DW1SZUZFakBbDUuph7hAGj4Eh9C7Z0aoa,"No, not something we're interested in at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
9uieeJaqmsz4ffqnwmdKdcpgjNpd3=FZ85LOa0JvvNpz,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
bLHqnIJ0thbO0ClfIyGJOXayVNYI7JFlV41wNrgv0pAW,"We are not making new investments are this time. If you would like to apply to be an advisee, please let me know.",0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
OZCIA9+WgYg+nKGNGRXx0TybONPGLmifiFgeVf-6ZlMm,Remove,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
ykNGVK3s8nSNeOv4ciPCqnt=w=GgbGIGusd7XKZBFmTh,Thank you for sharing your pitch. Can you provide more information about the team's advisory board and mentors?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
IQA2m0dCIGGvmM1=hX=pNTCL9OBkfMhfVy4VsOi3A3S9,"Hi Pier, thank you for your pitch for Brachytix. We are interested in learning more about your team's expertise in the pharma industry. Can you provide us with more information on this aspect of your startup?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ne02GwZw1HSY64OdjnNNOoU9vck0T6VhgxqZN+ulwvWE,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
3CngDxQSJNqmS93lKrOcgrjVH-1Lv9hf5AtjpqwXlGgr,"Thank you for reaching out, but we do not have the expertise or focus on pharma investments at this time.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
FQb+YYOzcZWhnmdcz9URTnO5kiQ=cHewYmHp1AEHN4eo,"Thanks for sharing your pitch, but we are not currently investing in drug development or medical devices.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
OUfqu2KLrnYkEZpvLPbp0pguLGE1MZL3R-GHzHzjH6kJ,"Thank you for considering us as a potential investor, but unfortunately, our investment mandate is limited to specific regions, and your startup does not fall within them.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
CEn27C+j10rjwrZ5PfKs-GCKV8WANOgV9M8QLJw9PTPJ,"Could you share more about how much funding you are seeking, and how exactly you plan to use the funds ?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
HrTIty28rQHL8IPO=xhHuSgkzpbE-JF5WEXgdTGQ4izo,Hi Pier. Thanks for reaching out. Unfortunately this doesnt fit our investment mandate. Wish you the best.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
P87bGtUJ-5f-qFCWlM7MED0P12-4JFrWlAhEf0DvrxT5,"Unfortunately, we are not currently investing in your sector.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
KAFoCgtPWA5kF4dU5=SBXgVhH++7GCSVsvrQM3e75Fsv,"Hi Pier, I am afraid this is not a fit for us.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
IaTAwsq0fhfAkO-C80NuentcrvakAIVgVDvHVCS8IoN0,"Hi, Nice getting to know you, my name is [NAME] and I'm [NAME] PA. First of all, thank you for approaching us. Unfortunately, we at [FIRM] do not invest in non-Israeli-based companies. This relates to our mechanism, which is being highly involved with the companies we invest in. We wish you all the best,",0,geography,0,geography,1,1,,,,,,,0,geography,geography
qr4ftUsXk=Q7mk2qh9CozhXx48q3bbNkWCHkKjNyuam4,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
3Ce=FpZuj6CBWrVja+q76ymvqntFzZuhm3U5voEFu8cm,"Unfortunately, we're not interested in moving forward.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
2qfmY9=olT90sTQtXlrEP6BmIJ47TsTivI3k8yjLiah=,"Sir: Thanks for your interest. If you are headquartered in New England, I would encourage you to make an application via the Link at the [FIRM] website. Sincerely yours,",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
6wBtRAHjKEHg6vDvL1Qb25weUHICxquI4NIXwt-cz+xP,Not within our investment parameters.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
WfOwThQuXXPw+FYTOOvnlDsnGSiGiaXc6Xu4+eTyGiqy,Not interested.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
10qhWQhxp7MYt2LItu4mZAkcR5jirHjwuZXRpR+Xv89k,"Hi Pier, Thank you for sharing your information with us. [FIRM] could  be a good fit for your company and I'm  happy to share more about the next steps in a call! Please book here [URL]",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
Rc1wPUH6JJqKogvurA=jkEVVnoOLGLOi+VnxX50uzDZJ,"Hello, Thank you for your email and for sharing this opportunity. Unfortunately, after examining the elements you sent us, we do not wish to pursue the study of this project which is too far from our investment scope. I wish you a good day.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
mLW-JScufgBvk3qLhsYBsx3RsUaEkYkVkK3reiKKIEA7,"Hi there - are you looking to apply to [FIRM] or are you simply looking for capital?  If the former I can connect you with a member from our team. If the later, we are not a fit.",1,more info/clarification,0,no specific reason,0,0,0,0,no specific reason,no specific reason,0,no specific reason,0,no specific reason,no specific reason
S8S01OZ2MnqK+5c84Ll7GQ=Dc88Xm+RacBwnY=1YLOIJ,"Excuse us, but we only invest in profitable firms",0,investment strategy,0,stage,1,0,,,,,,stage,0,stage,stage
bUiJ35WbVQhtyF05ztF7LUyDQZC65wUIymOLdTPbu6Ub,"Hi Pier, thanks for reaching out but too early and outside of our scope. Best of luck with the fundraise.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
npx4btWrDvbwf2Zf+UF=R1N545s1loJFqPK7UVmXZ0GD,We are interested in your product. Can you provide more information about the market size and growth potential?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
TpV=Hjhu4NlxKJKu3Flg4Ivkd5h8PYZ1OS3vYBDnZoNi,No thanks,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
uZ4pQD2+Ca-h9DvPMzJyYa1-ZXNGBPY+ElDmijTXAm5N,thanks pier. very interesting topic but unfortunately not in our investment focus! all the best,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
8IRvePmrDa4DjuZWzCHK1kkthqeR9QTWGdDjgn3a-rRZ,"Dear Pier. Many thanks for reaching out to [FIRM] with this investment opportunity which we have reviewed. Unfortunately, Brachytix does not fit our investment strategy which focuses  primarily on IT & Communication infrastructure technology as well as B2B SaaS. We will therefore pass. I wish you good success with this fundraise and the further development of Brachytix.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
z=1SAl0XFnLLah5c7jg=WMCHsZH2Tuu3gjb7WrBVLWzA,"We could not be more impressed with your startup and the pitch deck you have presented. However, we are not able to invest in such early stages right now.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
7EeNq3GeR=MqsmJNAs2MWhznoal4njeBWS4UXaqO4ydy,"Unfortunately, our investment focus is not aligned with the pharma industry at this time, but we wish you the best of luck.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
cQ0Gut84D4Z9s+8ih1aMeTvr3ZiB806brbxxiuc+RRvT,"Hi, thanks for reaching out, but we are not interested in any allocations at this point so please remove us from your list.",0,no specific reason,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
970MPul0EOK3jYqAOaOqdJSPytmMr6J6KCkLRqX8gvj1,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
G18CWmHcob7dBI4vskfeseRJtq8xJcvAJ8QR8Hr+or7z,"Thank you for sharing your pitch, Pier. Can you provide more information about your funding history and runway?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
gxXeJpBW-boJ2w-Cx4iefROF9DBkZ6GlV7Jnsqt79q9a,"Hi Pier. Thanks. To further review your interesting deck, please use this Typeform.[URL]",1,formal application,1,more info/clarification,1,0,,,,,,more info/clarification,1,more info/clarification,more info/clarification
M3bn5UsDLlbpP6JT1GDlbnqEigwBQFN1UMf5Auwnjlxg,thanks for the note. unfortunately we don't make seed investments. best of luck!,0,stage,0,stage,1,1,,,,,,,0,stage,stage
K2mkNhLA87dw3Hs1Ja==RtTRnIibXZ25NnNnTfvKQ-Q4,"Hi Pier, thanks for the email and overview. I'm afraid this isn't an opportunity that fits with our current investment focus at [FIRM]. In the end, we're forced into horrible trade-offs about where to spend time, and there are a few other opportunities that we're chasing right now more aligned with our core investment strategy. Wish you all the best for the future.",0,investment strategy,0,industry,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
nRMCkj53geSVFDRI28g26+EAeAWjA0bzfZpSo4QxYo5a,"No, sorry.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
BmDAgYTYdR5ldMP1IlRMUAlVOuUBWYC+KPERdVLdpk7R,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
QJXk8E-9U=TfMcu=xN6kLt-o291D2f5mZMNc21ZrnTZF,Thanks for the note - looks exciting. If you send me the your thoughts on valuaition I'll take a closer look.,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
3VlugrHB2viAab0K6TlD=qC98IPBiT4t37MYM9a9tH-6,"Thank you for reaching out. We would appreciate the opportunity to learn more about your business. Where are you located?
",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
RMgQu3nP26clPUrYeqHwqD4VBVXHWyegkxqLDHRfe6qv,"Hi Pier, Thank you for thinking of [FIRM]. Unfortunately, we are not actively investing into the biotech space with our current fund. Best of luck on the fundraising trail!",0,industry,0,industry,1,1,,,,,,,0,industry,industry
K17xZZk5EiqEn3F+tVnsAiW=2XnAtiRP8UgBjCGlSy4J,"Thank you for your pitch, but we believe that your company requires more evidence of its market potential before we can consider investing.",1,more info/clarification,0,stage,0,0,0,0,stage,stage,0,stage,0,stage,stage
6lqCAhkoxCi4JMZorT8diyjtZr0oF+v2Pz1A2p0JGp3Q,"Thanks for sharing your pitch. Unfortunately, we're not interested in investing at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
w7X4F=PtGJFlFLSa3a8KB0N7yEGyB-cuIi3E2XlPjp4,Thanks but this is not relevant. Good luck!,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
N47Dr7MNWnnJJS41UlYsV967mh72QUZPTENX0fIYu=if,Sorry out of scope.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
nCa21C0JfzyYydAEHX744tW7FDOX9C6osV7UeBw8zV3i,Not a fit for our investment thesis.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
9zu-J3IX-zrCHfztuixhtAdHyuWC9GWHBSGIY4NV-M+w,Not in our area of interest.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Jtg1QEcWQ=RxNJ=qLst6FF124oDm9I3bHE8aZ7KVy,"Hi Pier, Thnx for sharing, much appreciated! Yet, we invest in Indian market focused startups only, as of now.Our thesis is India market + first cheque of $500K-$1M in early stage asset light companies. Hence I'll skip. All the best!",0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
Htg4BMdVQ=FnKG=pRuv3ED567nIn4J5cIF9bY2TZx,"Dear Pier, Thank you for sending information about Brachytix.  This is not of investment interest at this time. We wish you well with the company.",0,no specific reason,0,no investments,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Ftg8NIeUQ=GmLH=nPwx5FG789oAm2K4dJG6bZ1VSy,"Hey, Thank you for thinking of us! We appreciate you reaching out, but your company does not align with the focus of our funds at this time.",0,no specific reason,0,investment strategy,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
